System	Family	ID	True [eV]	Prediction [eV]	Error [eV]	Abs. error [eV]
C2H3O2-Pt4    	3691	radicals	-14.660875460068155	-14.679545408647414	-0.018669948579258744	0.018669948579258744
C2H1O1-Os3    	3173	radicals	-45.74016648102884	-45.777752460902775	-0.03758597987393841	0.03758597987393841
C1O1-(g)      	3285	radicals	-32.99885924495072	-32.611005280014524	0.3878539649361983	0.3878539649361983
C2O1-Au3      	3083	radicals	-32.93558128311486	-32.89936689888873	0.03621438422612755	0.03621438422612755
C1H3O1-Cd3    	3247	radicals	-25.945705370547373	-26.13473672668657	-0.1890313561391963	0.1890313561391963
C1H2O2-Fe7    	4156	radicals	-9.096839575029662	-9.130625469894312	-0.03378589486464989	0.03378589486464989
H2O1-Cd1      	4089	radicals	-39.69717397038937	-39.66704461228335	0.030129358106023574	0.030129358106023574
H2O1-Ag2      	4080	radicals	-11.976098837746122	-11.928041722840362	0.04805711490575959	0.04805711490575959
C2H1O1-Ni4    	4439	radicals	-25.415876368847194	-25.397713768686828	0.018162600160366082	0.018162600160366082
C1O1-Fe6      	4516	radicals	-31.314611563564313	-30.881509928056744	0.43310163550756897	0.43310163550756897
H1-Co7        	4284	radicals	-6.59802261290065	-6.246245793753133	0.351776819147517	0.351776819147517
C2H5O1-Cd2    	3260	radicals	-40.33252404890686	-40.15077382285551	0.18175022605134927	0.18175022605134927
C2H4-Fe8      	4173	radicals	-7.537072677493597	-7.584434135492302	-0.04736145799870428	0.04736145799870428
C2H2O2-Fe8    	4218	radicals	-23.007715253734602	-23.11501086692806	-0.10729561319345748	0.10729561319345748
C1H1-Zn4      	4139	radicals	-9.847784642936176	-9.887631113394718	-0.03984647045854217	0.03984647045854217
C2H3O2-Rh6    	3501	radicals	-23.122243884690135	-23.32702847824953	-0.2047845935593955	0.2047845935593955
C2H2-Cd3      	3207	radicals	-14.489818001237836	-14.53448043663343	-0.044662435395594	0.044662435395594
C2H4O1-Cd1    	3255	radicals	-3.6035335412350378	-3.604464238684386	-0.0009306974493483722	0.0009306974493483722
C1H2O1-Zn2    	3797	radicals	-35.22698995247663	-35.47974135174013	-0.2527513992635022	0.2527513992635022
C2H4-Os4      	3110	radicals	-8.511675384651653	-8.512304788519941	-0.0006294038682881364	0.0006294038682881364
C2H2O1-Co6    	4346	radicals	-37.48330344073145	-37.2066970038785	0.27660643685294417	0.27660643685294417
C1H3O1-Pt3    	3718	radicals	-20.472063179504346	-20.471336762257863	0.0007264172464829244	0.0007264172464829244
C1O2-Ru4      	3566	radicals	-9.758787882432216	-9.619113857084585	0.13967402534763096	0.13967402534763096
O1-Pt3        	3749	radicals	-12.025359549522818	-12.006744023082547	0.018615526440271424	0.018615526440271424
C2H3O2-Pd5    	3858	radicals	-45.64073959927896	-45.69563024189756	-0.054890642618602214	0.054890642618602214
H1O1-Ru3      	3598	radicals	-47.11567736794018	-47.190519639947524	-0.07484227200734495	0.07484227200734495
C2H2-Pd3      	3848	radicals	-23.436590103114156	-23.359823338075955	0.0767667650382009	0.0767667650382009
C2H2O2-Fe9    	4208	radicals	-15.219130663260216	-15.284893902776503	-0.06576323951628638	0.06576323951628638
C2H5O2-Fe7    	4224	radicals	-20.474563442991155	-20.415323367250153	0.059240075741001874	0.059240075741001874
C2H3O1-Rh5    	3530	radicals	-25.747884740370893	-25.71555246872586	0.03233227164503205	0.03233227164503205
C2H2O1-Os4    	3156	radicals	-30.46235100793973	-30.406722905901518	0.055628102038213	0.055628102038213
C2H2O2-Au4    	3026	radicals	-29.487752835959924	-30.101440536980505	-0.6136877010205808	0.6136877010205808
C2H3O1-Os4    	3157	radicals	-12.140997918877702	-12.14029595215743	0.0007019667202712299	0.0007019667202712299
C1H3O1-Pd3    	3875	radicals	-6.482330610133431	-5.3302722935441125	1.1520583165893186	1.1520583165893186
H1N1-Os3      	4589	radicals	-33.360198980390294	-33.46147424304911	-0.1012752626588167	0.1012752626588167
C1H2O1-Rh4    	3510	radicals	-20.266063946900886	-21.049779818470938	-0.7837158715700525	0.7837158715700525
C1O1-Cd1      	3282	radicals	-43.992237798487395	-43.672967559575	0.31927023891239514	0.31927023891239514
C1H3-Co6      	4274	radicals	-54.131629668121604	-54.17625582209121	-0.044626153969602456	0.044626153969602456
C2O1-Ru7      	3673	radicals	-5.270149238316208	-5.289719124005387	-0.0195698856891795	0.0195698856891795
C1H1O1-Pt1    	3714	radicals	-16.649476981924522	-16.629352621398994	0.020124360525528573	0.020124360525528573
C2H1O1-Pt4    	3738	radicals	-26.62690353780006	-26.499936293179317	0.1269672446207437	0.1269672446207437
C2H3O2-Ru5    	3648	radicals	-23.280837884965706	-23.359661649112297	-0.0788237641465912	0.0788237641465912
C1H2O1-Cd1    	3248	radicals	-12.91649289255406	-12.982017147894794	-0.06552425534073336	0.06552425534073336
C2H1O1-Cu4    	3360	radicals	-31.400432516204035	-31.61313986898267	-0.2127073527786365	0.2127073527786365
C2H2O2-Ru5    	3578	radicals	-43.23842965283416	-43.39670658499563	-0.15827693216147054	0.15827693216147054
C2H4O2-Fe8    	4199	radicals	-38.8311158250782	-38.825668878819556	0.005446946258643948	0.005446946258643948
C2H4O1-Ir5    	3990	radicals	-50.60534322880494	-50.65436416767943	-0.04902093887449155	0.04902093887449155
H1S1-Cd2      	4552	radicals	-19.79037895945237	-19.80011342379123	-0.00973446433886238	0.00973446433886238
H1N1-Co6      	4608	radicals	-31.249496262992636	-31.303188829826865	-0.05369256683422918	0.05369256683422918
C2H2O2-Os5    	3133	radicals	-33.480594554546656	-33.46841346013332	0.012181094413335813	0.012181094413335813
C2H2O1-Ru4    	3621	radicals	-5.1309658009461145	-5.122417581491845	0.008548219454269201	0.008548219454269201
C2H6-Rh4      	3481	radicals	-13.082642894155697	-12.830198309559819	0.25244458459587804	0.25244458459587804
C2H4-Ir4      	3928	radicals	-21.904970099244338	-21.919546950863094	-0.014576851618755882	0.014576851618755882
C2H1O1-Co8    	4364	radicals	-36.79017282514246	-36.956154827967225	-0.16598200282476228	0.16598200282476228
C1H2-Zn3      	3834	radicals	-28.38151934066957	-29.559849747673354	-1.1783304070037843	1.1783304070037843
C20H4O2-Co1   	4321	radicals	-7.101372187667721	-7.127714080390888	-0.026341892723166893	0.026341892723166893
C2H4O1-Rh5    	3527	radicals	-36.24776471784219	-36.22416207278138	0.023602645060805116	0.023602645060805116
C20H2O2-Co1   	4316	radicals	-36.82040787261985	-36.53075826312295	0.2896496094969052	0.2896496094969052
C2H1O1-Cu4    	3352	radicals	-47.22965941132588	-47.32690625260966	-0.09724684128377703	0.09724684128377703
C2H3O1-Ru4    	3672	radicals	-19.67023696091462	-19.58327274899284	0.0869642119217815	0.0869642119217815
C2H2O1-Os5    	3162	radicals	-28.232137667689244	-28.467877218977634	-0.23573955128838975	0.23573955128838975
C2H1O1-Os4    	3170	radicals	-33.69773100183954	-33.69315954216461	0.004571459674934886	0.004571459674934886
C2H1O1-Ir4    	3989	radicals	-42.582969410870874	-42.75109438400909	-0.1681249731382195	0.1681249731382195
C2H2-Cu4      	3294	radicals	-39.37354680545138	-39.9114725791884	-0.5379257737370153	0.5379257737370153
C2H4O2-Os4    	3131	radicals	-13.639370333822853	-13.417670314121551	0.22170001970130215	0.22170001970130215
C2H1-Pt4      	3686	radicals	-39.508796863008	-39.6221037563796	-0.11330689337160038	0.11330689337160038
C2H1O1-Ag3    	3441	radicals	-43.865951619330644	-44.01213894937041	-0.14618733003976558	0.14618733003976558
C2H4O2-Ir6    	3941	radicals	-10.676703227658436	-10.753307515006327	-0.07660428734789093	0.07660428734789093
C2H2-Pt5      	3689	radicals	-15.545277809851314	-15.901329527452617	-0.3560517176013036	0.3560517176013036
H3N1-Pt1      	4607	radicals	-28.51585575699069	-28.841835003395744	-0.3259792464050548	0.3259792464050548
C2H5O1-Ni3    	4422	radicals	-6.717918528722976	-6.630377757618589	0.0875407711043863	0.0875407711043863
N1-Pt3        	4034	radicals	-39.595321754184624	-39.67534517156889	-0.08002341738426821	0.08002341738426821
N1-Pd3        	4039	radicals	-3.427914087449608	-3.429346415049622	-0.001432327600014105	0.001432327600014105
O1-Zn7        	4013	radicals	-23.06101227415286	-23.060161632458687	0.0008506416941713724	0.0008506416941713724
C2H6O2-Fe7    	4206	radicals	-12.072717852614915	-12.121194570099533	-0.04847671748461835	0.04847671748461835
O2-Ir4        	3919	radicals	-22.82852365694231	-22.895843448506298	-0.06731979156398893	0.06731979156398893
C1H3O1-Ir3    	3960	radicals	-22.326864323390453	-22.200760734453638	0.1261035889368145	0.1261035889368145
O1-Au1        	3087	radicals	-36.813560147827275	-36.68024878038125	0.13331136744602645	0.13331136744602645
C1H2O1-Fe5    	4484	radicals	-4.103802349699436	-4.127214911637111	-0.02341256193767549	0.02341256193767549
C1H2-Ag4      	4077	radicals	-20.213859707258962	-20.36025841604146	-0.14639870878249894	0.14639870878249894
C2H5-Cd1      	3211	radicals	-21.293558268978074	-21.064473795997515	0.2290844729805599	0.2290844729805599
C2H3-Ag3      	3387	radicals	-41.15391502646253	-41.8846324106521	-0.7307173841895747	0.7307173841895747
C2H3O2-Ir6    	3934	radicals	-39.512626919630065	-39.505559928828234	0.007066990801831707	0.007066990801831707
C1H3O1-Os3    	3150	radicals	-10.771953013059374	-10.49195820650948	0.27999480654989384	0.27999480654989384
C2H5O2-Pt5    	3700	radicals	-17.86601606849399	-17.89993999052274	-0.033923922028748166	0.033923922028748166
C2H4-Fe6      	4174	radicals	-39.63222469677794	-40.000860548111746	-0.3686358513338064	0.3686358513338064
C2H4O2-Ni5    	4391	radicals	-3.9039327062719167	-3.8896157400849916	0.014316966186925129	0.014316966186925129
C2H2O2-Cd4    	3225	radicals	-23.1301366722966	-23.148516763831253	-0.018380091534652365	0.018380091534652365
H2O1-Ir1      	4007	radicals	-46.519073486201705	-46.563972539592896	-0.044899053391191046	0.044899053391191046
C1H2O1-Ni4    	4416	radicals	-27.22009277538499	-27.202002565542653	0.018090209842338112	0.018090209842338112
C1H3-Pt1      	3747	radicals	-12.795229324717184	-12.777003429242995	0.01822589547418829	0.01822589547418829
C2-Os4        	3108	radicals	-8.852889576475718	-8.85556966963918	-0.002680093163462516	0.002680093163462516
C2H1O2-Pd4    	3868	radicals	-43.682837684898004	-43.62043994200576	0.06239774289224442	0.06239774289224442
H1O1-Au3      	3099	radicals	-10.44664743780595	-10.453958933869899	-0.007311496063948653	0.007311496063948653
C2H3O1-Cd3    	3268	radicals	-36.231411259439824	-36.36461457133453	-0.1332033118947038	0.1332033118947038
C2H4O2-Ru6    	3583	radicals	-27.604185105736185	-27.71781690519299	-0.11363179945680457	0.11363179945680457
O1-Cu7        	4029	radicals	-50.14987567162689	-50.24453391203883	-0.09465824041194537	0.09465824041194537
C2H3O2-Ag4    	3404	radicals	-15.902429012405491	-16.38123735739589	-0.4788083449903979	0.4788083449903979
C2H6-Ni1      	4373	radicals	-20.662725622359858	-20.60292002960938	0.05980559275047881	0.05980559275047881
S1-Rh7        	4052	radicals	-31.63248615066601	-31.66288170401708	-0.030395553351070248	0.030395553351070248
C2H2O2-Fe8    	4259	radicals	-32.41403184085311	-32.33494937436467	0.07908246648844397	0.07908246648844397
C2H2O1-Pt2    	3737	radicals	-16.913844747318535	-16.75396039024031	0.15988435707822646	0.15988435707822646
C2H2-Fe9      	4163	radicals	-38.26433921913804	-37.99457971835102	0.2697595007870177	0.2697595007870177
C2H2O2-Zn3    	3782	radicals	-20.037731524783	-20.003801292941034	0.03393023184196409	0.03393023184196409
C2H2O2-Pt3    	3703	radicals	-36.95700823020468	-36.92497330850745	0.032034921697231766	0.032034921697231766
C1H1-Ir3      	4006	radicals	-24.14868742568521	-24.098957815913906	0.049729609771304695	0.049729609771304695
C2H2O2-Ru6    	3582	radicals	-20.56678767295506	-20.582983386027024	-0.016195713071965656	0.016195713071965656
C1H1O1-Zn2    	3798	radicals	-50.089702137893255	-50.143010594847965	-0.05330845695470998	0.05330845695470998
C1H1O1-Fe6    	4488	radicals	-28.783609427310864	-28.85083555758493	-0.0672261302740651	0.0672261302740651
C2H4O1-Pd4    	3898	radicals	-23.122272673212933	-23.21125089864057	-0.08897822542763834	0.08897822542763834
C2H2O2-Au4    	3043	radicals	-44.116149910421655	-44.111548479133944	0.004601431287710511	0.004601431287710511
C1H2O2-Fe7    	4157	radicals	-9.35086950019604	-9.420432035994963	-0.06956253579892291	0.06956253579892291
C1-Zn4        	3836	radicals	-45.95798438814904	-45.721479969189886	0.2365044189591572	0.2365044189591572
H2O1-Ni1      	4456	radicals	-40.64302522490243	-41.3426683564569	-0.6996431315544669	0.6996431315544669
S1-Ag3        	4074	radicals	-50.51921427840762	-50.407388613688454	0.11182566471916289	0.11182566471916289
C2H2O1-Rh4    	3538	radicals	-46.51487746041312	-46.58984592868478	-0.07496846827166337	0.07496846827166337
C2H6O2-Au3    	3032	radicals	-43.14077740605126	-43.212867022043156	-0.07208961599189934	0.07208961599189934
C2H1O1-Zn3    	3828	radicals	-43.87667041453119	-44.04002043651826	-0.16335002198707116	0.16335002198707116
C2H2O2-Ru6    	3656	radicals	-14.895741693771129	-14.91527687548762	-0.019535181716491934	0.019535181716491934
C1H1-Pd3      	3913	radicals	-29.67163084933668	-29.60801314349547	0.06361770584121018	0.06361770584121018
C2H6O1-Ag5    	3437	radicals	-43.15877457079637	-42.91425511159969	0.24451945919668105	0.24451945919668105
C2H3O1-Ag3    	3446	radicals	-17.208823782802938	-17.819360520848818	-0.6105367380458802	0.6105367380458802
C2H5-Ir2      	3920	radicals	-22.09291459005709	-22.115218596685395	-0.02230400662830334	0.02230400662830334
C2H6-(g)      	3760	radicals	-6.7920462143836176	-6.7644344717507465	0.027611742632871028	0.027611742632871028
C1O2-Fe7      	4147	radicals	-21.56369004874483	-21.464171280339997	0.09951876840483465	0.09951876840483465
C2H2O2-Ag4    	3394	radicals	-6.2437739244257955	-6.214927035855908	0.028846888569887597	0.028846888569887597
C2H1O2-Cd4    	3233	radicals	-37.14160891437632	-37.01357412823211	0.12803478614421238	0.12803478614421238
C1H3-Cd1      	3280	radicals	-27.512117388717286	-27.491300821963804	0.020816566753481425	0.020816566753481425
C2H3O2-Os5    	3126	radicals	-9.966369695062895	-10.335503232914107	-0.36913353785121217	0.36913353785121217
C1H2O1-Ni2    	4406	radicals	-28.522316019815477	-28.45507598823417	0.06724003158130643	0.06724003158130643
C2H4O1-Rh4    	3544	radicals	-11.324856705917682	-11.360642811571779	-0.0357861056540969	0.0357861056540969
C2H1O1-Pt4    	3730	radicals	-5.602157412658244	-5.606449663098374	-0.004292250440130374	0.004292250440130374
N1-Os1        	4058	radicals	-5.131503712522772	-4.718182552720464	0.4133211598023081	0.4133211598023081
C2H5O2-Ni5    	4399	radicals	-21.79197317544697	-21.971946400351385	-0.17997322490441547	0.17997322490441547
C2H2O1-Ni4    	4444	radicals	-33.44972221593446	-33.194812466187784	0.25490974974667324	0.25490974974667324
C1H3O1-Au1    	3053	radicals	-22.19731123844116	-21.967112294701337	0.23019894373982197	0.23019894373982197
C1O1-Rh1      	3551	radicals	-11.312311219791127	-11.35050925154701	-0.038198031755882766	0.038198031755882766
C2H1O2-Os4    	3121	radicals	-26.77844810876566	-26.782523373109516	-0.004075264343857299	0.004075264343857299
C1H3-Fe4      	4529	radicals	-47.31892749379813	-47.309604744771605	0.009322749026523525	0.009322749026523525
C2H4-Cd1      	3210	radicals	-8.74535773964999	-8.732995238106696	0.012362501543293547	0.012362501543293547
C2H3-Au3      	3013	radicals	-2.752454892498463	-2.7655130509488117	-0.013058158450348856	0.013058158450348856
C1H2O1-Ni4    	4411	radicals	-38.059387021165094	-38.08464756964838	-0.025260548483288403	0.025260548483288403
C1H2O1-Rh2    	3508	radicals	-7.144084890779595	-7.072386483207083	0.07169840757251222	0.07169840757251222
H1-Fe5        	4506	radicals	-17.35730394122004	-17.304022300971496	0.05328164024854232	0.05328164024854232
C2H4O2-Fe9    	4203	radicals	-25.969812406302125	-25.981370801023715	-0.011558394721589593	0.011558394721589593
C2H4O2-Fe8    	4264	radicals	-11.791521026647388	-11.550028700341045	0.24149232630634287	0.24149232630634287
C1H2O1-Fe5    	4485	radicals	-19.884622329645367	-19.745209372819545	0.13941295682582222	0.13941295682582222
C2H3-Zn3      	3758	radicals	-10.353737015654815	-10.370502189369518	-0.01676517371470254	0.01676517371470254
C1-Cd4        	3287	radicals	-23.32414055561327	-23.465674398406293	-0.14153384279302372	0.14153384279302372
C2H3O2-Fe8    	4213	radicals	-39.09373498348475	-39.18302751648321	-0.08929253299845641	0.08929253299845641
H2N1-Pt1      	4585	radicals	-35.5187872646469	-35.954208545237975	-0.435421280591072	0.435421280591072
C1H1O2-Ag2    	3379	radicals	-36.68019830187552	-36.48699024375071	0.19320805812481012	0.19320805812481012
C1H1O2-Fe6    	4146	radicals	-11.513097363588258	-11.528920797680485	-0.015823434092226307	0.015823434092226307
C1H4O1-Cu1    	3332	radicals	-36.79123287376274	-36.84305931333836	-0.0518264395756205	0.0518264395756205
C2H2O2-Fe8    	4217	radicals	-43.91254801247692	-43.86325575163414	0.04929226084277616	0.04929226084277616
C1H3-Au1      	3093	radicals	-40.4772727415334	-40.28845789086017	0.188814850673225	0.188814850673225
C2H2O2-Ag5    	3399	radicals	-35.958080404372595	-35.97899506900342	-0.0209146646308227	0.0209146646308227
H1O1-Zn3      	3837	radicals	-29.540550198044144	-29.490830052992663	0.04972014505148081	0.04972014505148081
C1O2-Pd4      	3839	radicals	-8.605732615354782	-8.747510963409923	-0.14177834805514067	0.14177834805514067
C2H1O2-Ag4    	3409	radicals	-20.230415079684235	-20.34645096727172	-0.11603588758748629	0.11603588758748629
C2H1O2-Pt4    	3694	radicals	-11.158785576981245	-11.086771678747937	0.07201389823330828	0.07201389823330828
H1S1-Pd4      	4638	radicals	-31.01765637345335	-31.107215890423504	-0.08955951697015507	0.08955951697015507
N1-Cu5        	4027	radicals	-4.707506348759125	-5.2502291579935445	-0.5427228092344194	0.5427228092344194
C2H4O1-Co8    	4356	radicals	-4.577398000246831	-4.7988850637520954	-0.22148706350526481	0.22148706350526481
C1H1-Zn3      	3832	radicals	-19.411737321811415	-19.760179404674318	-0.3484420828629027	0.3484420828629027
C2H1-Cu5      	3295	radicals	-4.865806942720155	-4.857998548865453	0.0078083938547024445	0.0078083938547024445
H1O1-Rh3      	3555	radicals	-7.045987802164973	-7.188565919045232	-0.14257811688025868	0.14257811688025868
C2H5O1-Zn2    	3805	radicals	-17.60495780013173	-17.58682260822252	0.018135191909209425	0.018135191909209425
C1H1O1-Ir4    	3962	radicals	-40.07439037897018	-40.1093924903322	-0.035002111362018695	0.035002111362018695
C1H1O1-Ni4    	4417	radicals	-32.50944528703434	-32.24826358295104	0.2611817040832989	0.2611817040832989
C2H6O2-Cu3    	3317	radicals	-22.26461998783202	-22.262562594360304	0.0020573934717162956	0.0020573934717162956
H2S1-Rh4      	4555	radicals	-12.165115602442256	-12.147703672872922	0.01741192956933446	0.01741192956933446
H2N1-Pt4      	4605	radicals	-14.793075511661527	-14.748923382409771	0.04415212925175638	0.04415212925175638
S1-Zn3        	4016	radicals	-7.289056004321992	-6.683818720650834	0.6052372836711584	0.6052372836711584
C1H4-Fe3      	4503	radicals	-37.47373224280955	-37.30033778690938	0.17339445590016567	0.17339445590016567
C2H2-Fe9      	4162	radicals	-44.452598615814395	-44.85136303652757	-0.39876442071317797	0.39876442071317797
C2O1-Rh3      	3534	radicals	-25.83952708724729	-25.756888548057518	0.08263853918977304	0.08263853918977304
C2H6O2-Ag3    	3402	radicals	-39.39840352588885	-39.479435724661016	-0.08103219877216361	0.08103219877216361
C2H2-Fe5      	4190	radicals	-47.48500493254778	-47.51301103850665	-0.0280061059588661	0.0280061059588661
C2H4O1-Cu3    	3354	radicals	-14.375327229161599	-14.202089729865179	0.17323749929641963	0.17323749929641963
C2H1O2-Cd4    	3226	radicals	-23.20011131777119	-23.187817435446618	0.012293882324570404	0.012293882324570404
C2H1O2-Ru4    	3657	radicals	-40.21203185573563	-40.349551079870025	-0.13751922413439388	0.13751922413439388
C1H2O1-Cd2    	3246	radicals	-40.14872392228699	-40.13964804470254	0.009075877584450609	0.009075877584450609
C1-Ag5        	4076	radicals	-40.359359684514175	-40.296211073849236	0.06314861066493904	0.06314861066493904
C2H5O1-Ru4    	3633	radicals	-43.151477271812155	-43.15831553188491	-0.006838260072754565	0.006838260072754565
C1H3O1-Co7    	4336	radicals	-9.334194241319665	-9.283774101364543	0.05042013995512207	0.05042013995512207
C1O1-Zn4      	4137	radicals	-51.231472304034014	-51.13851929064367	0.09295301339034268	0.09295301339034268
C2H4O2-Pd4    	3859	radicals	-7.499455148553579	-7.473007566459046	0.026447582094533573	0.026447582094533573
C1H1O1-Zn1    	3792	radicals	-32.10996627997446	-32.09039599992195	0.019570280052505495	0.019570280052505495
C2H5O2-Cu4    	3307	radicals	-34.160022622010615	-34.15329005130923	0.0067325707013878855	0.0067325707013878855
H3N1-Cu1      	4581	radicals	-39.96479444449619	-39.90515172379935	0.059642720696842844	0.059642720696842844
O1-Os4        	4105	radicals	-39.16390957116562	-39.17644243766574	-0.012532866500123419	0.012532866500123419
H1O1-Ag1      	3455	radicals	-35.82795707005391	-35.44560920587526	0.3823478641786551	0.3823478641786551
C2H4O1-Rh5    	3537	radicals	-6.555076446699786	-6.493382247981117	0.06169419871866921	0.06169419871866921
C2H5O2-Pd4    	3865	radicals	-11.724685907611047	-12.601130005475625	-0.876444097864578	0.876444097864578
C2H1O1-Pd4    	3882	radicals	-14.52456062153135	-14.8372142325602	-0.3126536110288498	0.3126536110288498
C2H4O2-Cu6    	3320	radicals	-3.276956538618606	-3.8483306322132194	-0.5713740935946134	0.5713740935946134
C2H3O2-Co8    	4310	radicals	-30.03956039595363	-30.228622118068927	-0.18906172211529793	0.18906172211529793
H1S1-Ir4      	4591	radicals	-10.002114786931088	-9.998082816286114	0.004031970644973626	0.004031970644973626
C2H4O2-Pt3    	3706	radicals	-42.90701617838772	-43.192369593811236	-0.2853534154235149	0.2853534154235149
H2O1-Co4      	4271	radicals	-46.94956995757775	-46.9252945286828	0.02427542889495271	0.02427542889495271
C2H4O1-Cu6    	3364	radicals	-27.629144656410908	-27.669190625416988	-0.04004596900607993	0.04004596900607993
H2N1-Fe5      	4623	radicals	-36.27159530490542	-36.23722417486499	0.03437113004042658	0.03437113004042658
C2H2O1-Co8    	4344	radicals	-25.333002098979307	-25.340445312394138	-0.007443213414831007	0.007443213414831007
C2H3-Os1      	3117	radicals	-19.115695871526782	-19.65017885342786	-0.5344829819010783	0.5344829819010783
C2H1O2-Pd4    	3866	radicals	-28.23013302031238	-28.240343776958213	-0.01021075664583293	0.01021075664583293
C1H2-Ni4      	4457	radicals	-42.65712706814429	-42.66495439143864	-0.007827323294350208	0.007827323294350208
C2H2O2-Ru6    	3643	radicals	-22.322021541747233	-22.35523284924591	-0.03321130749867507	0.03321130749867507
C2H2-Ni5      	4381	radicals	-40.330864568031075	-40.3386414128197	-0.007776844788622839	0.007776844788622839
H1O1-Fe4      	4508	radicals	-30.794099691213262	-30.69448312070358	0.09961657050968142	0.09961657050968142
C1H2O1-Fe5    	4483	radicals	-32.12366488446622	-32.04403267550134	0.0796322089648811	0.0796322089648811
C2H1O1-Zn3    	3806	radicals	-39.415577260009286	-39.12342738702557	0.292149872983714	0.292149872983714
C1-Cd3        	3276	radicals	-23.53310776660817	-23.509757119712674	0.023350646895494265	0.023350646895494265
H1S1-Pt4      	4564	radicals	-19.794657012812763	-19.66462438205906	0.13003263075370342	0.13003263075370342
C2H1O2-Fe9    	4242	radicals	-51.363350555153374	-51.064188113506816	0.29916244164655836	0.29916244164655836
C1H1O2-Ru4    	3564	radicals	-15.245563259548362	-15.214660160596736	0.030903098951625907	0.030903098951625907
C2H4O2-Os5    	3132	radicals	-14.33631444277421	-14.490748698687185	-0.15443425591297455	0.15443425591297455
N1-Au3        	4055	radicals	-5.215064568941216	-5.183903556374389	0.031161012566826685	0.031161012566826685
C2H2O2-Co6    	4323	radicals	-20.304678031965693	-20.33655402524255	-0.03187599327685575	0.03187599327685575
H2N1-Fe4      	4622	radicals	-43.12122802725503	-43.21520007547974	-0.09397204822471394	0.09397204822471394
H3N1-Rh1      	4568	radicals	-25.647075615163402	-25.68063968065718	-0.03356406549377766	0.03356406549377766
C2H3O2-Ru8    	3654	radicals	-30.960310030403775	-30.940015304921417	0.020294725482358444	0.020294725482358444
H1O1-Pt4      	3743	radicals	-43.818580696612116	-43.835514657830345	-0.016933961218228433	0.016933961218228433
H1-Ir1        	4004	radicals	-23.477054540904533	-23.38277015692563	0.09428438397890204	0.09428438397890204
H1O1-Ni3      	4454	radicals	-27.4827518630783	-27.470588860082543	0.01216300299575579	0.01216300299575579
C1H1O1-Pd3    	3878	radicals	-19.91267023811679	-20.046596812351368	-0.13392657423457877	0.13392657423457877
C2H4O2-Cu4    	3319	radicals	-27.0602016401871	-26.839485902052065	0.2207157381350342	0.2207157381350342
C2H3O2-Fe7    	4229	radicals	-46.02846500177088	-46.47452935980391	-0.446064358033027	0.446064358033027
C2H4-Cu5      	3303	radicals	-26.063043643018958	-26.49267857841395	-0.42963493539499353	0.42963493539499353
C2H2O1-Ir4    	3986	radicals	-36.33673466163998	-36.81149605017902	-0.4747613885390365	0.4747613885390365
C2H1-Os4      	3119	radicals	-16.299078068238032	-16.30073045057395	-0.0016523823359193557	0.0016523823359193557
C1O2-Fe6      	4149	radicals	-46.015930557817455	-45.920862179546475	0.09506837827098025	0.09506837827098025
C2H5O2-Fe7    	4221	radicals	-12.82153493601436	-12.79909566276524	0.02243927324911965	0.02243927324911965
C1H4-Fe1      	4501	radicals	-15.436961190006855	-16.367302134908527	-0.9303409449016726	0.9303409449016726
C1H1O1-Ru4    	3586	radicals	-39.83693712184868	-39.81540882788261	0.021528293966071033	0.021528293966071033
C1H2O2-Au1    	3010	radicals	-38.459785683501195	-38.48866648731712	-0.028880803815923173	0.028880803815923173
C1O1-Rh4      	3560	radicals	-19.703187594254814	-19.756829682583316	-0.053642088328501814	0.053642088328501814
H2S1-Pt1      	4567	radicals	-7.04443716556716	-6.89477628335203	0.1496608822151302	0.1496608822151302
C2H5O2-Ir4    	3947	radicals	-19.819509789616973	-19.754192969385713	0.06531682023125995	0.06531682023125995
C2H3O2-Co8    	4312	radicals	-38.71453492737419	-38.67086076647354	0.04367416090065035	0.04367416090065035
N1-Pt1        	4033	radicals	-9.475696535046609	-9.501792345054355	-0.026095810007745968	0.026095810007745968
C2H4-Fe6      	4191	radicals	-20.143860216894836	-20.15334544361167	-0.009485226716833495	0.009485226716833495
C2H2O1-Ru7    	3634	radicals	-43.68321942859757	-43.427531600008706	0.2556878285888615	0.2556878285888615
C2H4O2-Ru6    	3580	radicals	-37.84032055975479	-38.1100374693026	-0.26971690954781025	0.26971690954781025
C2H5O2-Os5    	3136	radicals	-15.67830365824932	-15.717161065486266	-0.03885740723694653	0.03885740723694653
C2O2-Zn4      	3781	radicals	-28.73408311183411	-28.97365449437953	-0.23957138254542087	0.23957138254542087
C2H2-Ag3      	3390	radicals	-37.79750847708476	-37.802027880800665	-0.004519403715903536	0.004519403715903536
C1H1O1-Os3    	3143	radicals	-38.161819740185706	-38.08841137323168	0.07340836695402686	0.07340836695402686
C1-Cd7        	3278	radicals	-14.414995447396791	-14.365227584382865	0.04976786301392622	0.04976786301392622
C1H2O1-Os4    	3149	radicals	-46.69184879168006	-46.74497899641142	-0.05313020473136021	0.05313020473136021
H2N1-Ni4      	4631	radicals	-27.40688513374085	-27.256138495346132	0.15074663839471825	0.15074663839471825
C2H4O2-Au2    	3030	radicals	-43.5290643819194	-43.57955866217981	-0.05049428026040914	0.05049428026040914
